content,score,reviewCreatedVersion,at
Transaksi gagal dari tanggal 15 dan sudah konfirmasi ke cs ovo dan di beri jawaban yg sangat membosankan kecewA,1,3.98.0,18/01/2024
Gak bisa Regis ini tulis nama cuma 1 huruf doank,1,3.98.0,18/01/2024
Kenapa verifikasi saya lama sekali,5,3.98.0,18/01/2024
kebanyakan eror buat tf ke sesama ovo / qris,1,3.98.0,18/01/2024
"Baru coba, segini dulu ya",3,3.98.0,18/01/2024
Makin payah tf sesama ovo aja gak bisa udh premium aduh mau untung aja gak mau diperbaiki sistemnya,2,3.98.0,18/01/2024
Ovo memang paling keren...transaksi selalu baguss,5,3.98.0,18/01/2024
"Saya download aplikasi ini 3× , kok tulisan nya perangkat anda dimodifikasi? Maksudnya gimana",5,3.98.0,18/01/2024
Sayangnya dri ovo ke gopay tdk bisa..pdahal gopay ke ovo bisa..utk kedepanya hrus bisa universal..kemana aja bisa seharusnya bgitu,3,3.98.0,18/01/2024
Lumayan lahh buat tabungan,4,3.98.0,18/01/2024
kalo mau transfer QR maupun sesama ovo sering gagal hufttt,1,3.98.0,18/01/2024
Kok potongan banyak banget ini GI mana bos,1,3.98.0,18/01/2024
G bisa TF ke ewallet lain,5,3.98.0,18/01/2024
Link aplikasi bayarnya sangat mudah,5,3.98.0,18/01/2024
"Kemarin ketika pas isi etol, saldonya terpending masuknya, tapi akhirnya setelah laporan kepada pihak ovo, akhirnya saldonya masuk juga. Itu sih kurangnya",3,3.98.0,18/01/2024
Gak bisa minta bantuan sama cs pulsa udah abis tapi gak bisa bantu,1,3.98.0,18/01/2024
"Halo, ini gimana ya aku abis log out trs mau log in lagi ga bisa. Tolong ini gimana? Masa disuruh ke pengaturan awal hp nya. Tolong ada saldonya",1,3.98.0,18/01/2024
Susah daftarnya,5,3.98.0,18/01/2024
Uda transfer berkali kali tapi nggak ada masuk gimn ni,2,3.98.0,18/01/2024
"Hrs fto selfie aja lama ribet, udh update tetep,tdk ada solusi,mending pake sblh simple banget",1,3.98.0,18/01/2024
Setiap transaksi potongan teruusss,1,3.98.0,18/01/2024
"Ini sudah dari awal Januari malaah sebelumnya aplikasi OVO saya tiba-tiba minta login ulang, tapi ketika minta kode verifikasi selalu tidak bisa, sudah berkali kali tapi selalu tidak bisa mendapatkan kode keamanan dari no telp, padahal no saya masih aktif. Tolong segera di perbaiki masalah ini, saya sudah chat cs tapi tidak membantu",1,3.98.0,18/01/2024
"gopay, dana, shopeepay, transfer ke berbagai rekening bank udah gratis biaya admin, ko ovo masih ada biaya adminya?",2,3.98.0,18/01/2024
Udah kali saya top up paketan data Telkomsel dan paketan by u paketan yang gak ada alias kosong tolonglah di perbaiki aplikasi nya,4,3.98.0,17/01/2024
Proses upgrade sangat lama dan ribet tidak seperti apk e-wallet lain👎,1,3.98.0,17/01/2024
"Aplikasi maling, transfer lewat scan barcode, saldo ke Potong tapi di status dlm proses terus... Balikin duit saya wooiii",1,3.98.0,17/01/2024
Aplikasi bagus gampang bayar nya,5,3.98.0,17/01/2024
Setiap mau kirim ke sesama OVO di atas Jam 22.00 pasti gapernah bisa mending langsung bisa kadang sampai jam.2 pagi baru bisa,1,3.98.0,17/01/2024
Kecewa sampai saat ini saldo belum di kembalikan katanya 5 hari kerja lewat 5 hari kerja masih tetep gitu2 aja ga ada perubahan.,1,3.98.0,17/01/2024
sya sran kan jangan pake ovo lagi ini uang saya aja habis ga kemna ga aman aplikasi ini klo ga percaya sialaka aja kalian pasti ke rampok ga aman ga ada perlingan sama sekali bhkan bisa sma operaror nya sndri di hek sya dah dua kli nilai 548500 bgi sya gede .. tanggapanya malah di suruh top up lagi jadi saran kan jangan pernah pakai aplikasi ini lagi klau klian ga mau khilangan uang klian,1,3.98.0,17/01/2024
Untuk melihat history di sebelah mana ya,1,3.98.0,17/01/2024
"Cukup membantu, namun ganti no lama yg hilang ke baru agak suluit",4,3.98.0,17/01/2024
APK GAJELAS GA GUNA. TIAP ISI SALDO SELALU KENA POTONG 1.500 TLL,1,3.98.0,17/01/2024
Lumayan tapi kok buat transaksi transfer gagal terus knpa yah,5,3.98.0,17/01/2024
Email saya gak valid padahal itu email aktif sangat mengecewakan,1,3.98.0,17/01/2024
Busuk. Mauazuk aja nge stuck Bangrut aja skalian,1,3.98.0,17/01/2024
Ovo sekarang kurang bagus baru isi saldo langsung keluar bagai mana ini,1,3.98.0,17/01/2024
Semakin parah ovo sekarang masa ga masuk masuk cuman mentok di halam awal ajah,1,3.98.0,17/01/2024
aplikasi apa ini slow respon pake banget... pendaftaran akun saja sangat ribet & slow respon... bikin akun saja 1 Minggu gak jadi2... udah mending tutup platform saja...,1,3.98.0,17/01/2024
Knp transaksi gagal trussssas...,5,3.98.0,17/01/2024
Gangguan melulu ga jelas ini aplikasi ga niat kayaknyya,1,3.98.0,17/01/2024
Bagus banget dah pokonya,5,3.98.0,17/01/2024
"Upgrade ke premium ribet ""Ai"" aplikasi nya kurang bagus",2,3.98.0,17/01/2024
"Sudah dua kali topup ke ovo sya lewat conter2 penyedia tranfer,transaksi berhasil tapi kok tidak masuk ke akun ovo saya mohon solusinya",5,3.98.0,17/01/2024
Pembayaran jadi lebih praktis dan cepat,5,3.98.0,17/01/2024
Saran jangan pernah pake apk ini karna sering gangguan jika mau ngirim uang darurat gabisa nunggu 1x24 jam,1,3.98.0,17/01/2024
"kenapa ovo saya hari ini ngestuck,padahal ada dana ku 100 ribu di dlm",1,3.98.0,17/01/2024
"Sudah 7 hari pengiriman/transfer saya sampai saat ini masih dalam proses dan tidak ada tindak lanjut,buat temen² jangan gunakn aplikasi ovo",1,3.98.0,17/01/2024
"Ah, saya mau transaksi ke bank nggak bisa. Katanya si karena no rekening tidak ditemukan. Masa si? Saya mau bayaran spp kampus jadi ke hambat, ga kayak biasanya seperti ini.",1,3.98.0,17/01/2024
Tolong di bantu dong min aku ngak bisa login atau masuk juga tidak dapatkan verifikasi nya saat memasukan nomer hp saya jadi tolong di bantu dong min dan kejadian gini udah 2x min,5,3.98.0,17/01/2024
sering eror saat transaksi,1,3.98.0,17/01/2024
Babii ini apk tiba tiba di potong 50k!!! Apk asuu lama pake ini skali top up banyak kena potongan!!!,1,3.98.0,17/01/2024
"Isi wallet ovo itu yang paling mahal potongan nya dibanding kompetitor lainnya, jadi males pake grab jadinya, kasian grab",1,3.98.0,17/01/2024
Aplikasi nga jelas suruh update google play service pada hal udah di update nga bisa login ribet bgt nga ky yg lain,1,3.98.0,17/01/2024
Sangat memudahkan untuk pembayaran,5,3.98.0,17/01/2024
Lebih mudah menggunakannya mantapp smoga penyedia layanan sukses slalu dan amanah,5,3.98.0,17/01/2024
Bintang adalah buktinya,5,3.98.0,17/01/2024
Baru pertama beli lumayan cepet,5,3.98.0,17/01/2024
"Kenapa saya tidak bisa melakukan tf ke bank lain, padahal akun saya sudah primer, tolong solusinya",3,3.98.0,17/01/2024
Kmrin smpet topup e-money gk msuk2 dsuruh nunggu 2x24jm hari krj smpe skrng udh berminggu2 gk msuk2 ilang gk da jejaknya,4,3.98.0,17/01/2024
Oke tapi batrenya tolong di perbanyak Terima daerah bogor sampai puncak dan seterusnya,5,3.98.0,17/01/2024
Aplikasi ny bagus banget dan sangat membantu sekali,5,3.98.0,17/01/2024
Gk ada perbuahan sama sekali? Berbulan bulan masih tetep gk bisa di buka aplikasi nya Masa iya harus bawa wifi kemana mana,1,3.98.0,17/01/2024
Admin nya lumayan mahal,5,3.98.0,17/01/2024
"Nyesel pakai ovo ketika tf lagi dalam proses, nunggu behasil nya lama dan jawaban dari pusat bantuan pun juga sama padahal dana lagi butuh banget buat pembayaran",1,3.98.0,17/01/2024
"Serius nanya ada apa sama OVO ? Akun OVO saya stuck di halaman awal terus minta login lagi, gitu terus sampai emosi..Pengembalian dana ga di proses sampai hari ini padahal di tulisan jelas 1x24 jam tapi ini sudah 3 hari dana masih nyangkut di ovo.",2,3.98.0,16/01/2024
Aplikasi nya kenapa ya kok bisa di buka cuma loding trs,1,3.98.0,16/01/2024
"Pas transfer ke bank di noitifikasi tidak berhasil, tapi pas di coba ulang malah transfer dua kali jadi biaya double",1,3.98.0,16/01/2024
sangat membantu pekerjaan,5,3.98.0,16/01/2024
"apk iblis, gabisa tf uang, pemotongan admin terlalu besar, gajelas, tf gagal terus, dan semoga bangkrut secepatnya",1,3.98.0,16/01/2024
Udah di isi saldo ga bisa ke buka ovo nya gmn sih ovo malu2in aja,1,3.98.0,16/01/2024
tersedia tersedia,5,3.98.0,16/01/2024
mudah dipakai untuk kebutuhan transaksi,5,3.98.0,16/01/2024
"Sangat membantu,, hanya saja kalau bisa minta tolong jangan sering² memotong biaya dong",4,3.98.0,16/01/2024
"Gak bisa register,KECEWA sekali",1,3.98.0,16/01/2024
"Gimana nih kok ga bisa tulisnama lengkap, mau daftar pertama kali nih. Jadi ga bisa daftar",2,3.98.0,16/01/2024
"Kenapa akun saya di tolak ketika ingin uprage ke premium ,tolong perbaiki",3,3.98.0,16/01/2024
Mantap ..transaksi cepaaat,4,3.98.0,16/01/2024
Sangat puas sekali,5,3.98.0,16/01/2024
Kenapa ketika disuruh memasukkan email aktif selalu gagal?,1,3.98.0,16/01/2024
Basa basi bgt baca HAI KAK MAAF ATAS KENDALA . Makin kesini performa nya makin aneh . Sampe kesel sendiri gue,1,3.98.0,16/01/2024
Ovo gimana masa aku. Saya habis top up ga bisa login sudah tiga hari tolong di perbaiki.,1,3.98.0,16/01/2024
Harus ya upgrde? Untuk transfer sama tarik tunai ga bisa??!,1,3.98.0,16/01/2024
Transfer mudah dan hemat mantaff ovo,5,3.98.0,16/01/2024
"Aplikasi gak guna hilang duit aink gak bisa masuk akun , login nya beribet muter"" bulak balik",1,3.98.0,16/01/2024
"Terkadang cepat prosesnya, tp kebanyakan gagal",5,3.98.0,16/01/2024
Mempermudah dalam transaksi,5,3.98.0,16/01/2024
Kok admin nya dari kita ngambil dari yang ngirim ngambil juga gmna nih aplikasi,1,3.98.0,16/01/2024
Kenapa harus ada potongan Biaya topup/tf dr bank? Kenapa ga di bebankan pada saat tf saja supaya dana yg di tf tidak terpotong,1,3.98.0,16/01/2024
Tlog donk bantu kk sya baru pake ovo penasar kata temem eror trus knyatan bner mau ngambil uang ngga bsa klw tau gni gmna tlog perbaiki biar org ngga pindah kelain,2,3.98.0,16/01/2024
Buruk sekali. Sudah hampir sering saya transfer ke rek bank. Selalu nyangkut. Gk terkirim. Parah,1,3.98.0,16/01/2024
Lanjutkan kinerja baikmu !,5,3.98.0,16/01/2024
Kebanyakan potongan dan sulit melakukan transaksi,1,3.98.0,16/01/2024
Udah 2024 masih aja ada biaya admin untuk sekali transfer padahal saya driver grab . Disaat yang lain transfer ke bank Secara gratis gopay/shopeepay . Hanya di ovo yg msh dibebankan 2500/transfer,3,3.98.0,16/01/2024
"Kenapa saya tidak bisa login Di account saya sendiri? Tolong lah segera Di perbaiki, bintang saya turunin jadi 2 dulu. Kalau sudah bisa normal seperti biasa saya naikkan 5 lagi. Terimakasih",2,3.98.0,16/01/2024
"Merespon dari aplikasi lain itu benar benar sangat lama, tolong diperbaiki lagi",1,3.98.0,16/01/2024
Bagus buat layanan pengirim uang dan pembayaran melalui Ovo,5,3.98.0,16/01/2024
"Cepet prosesnya, pertahankan",5,3.98.0,16/01/2024
gila ini aplikasi transaksi transfer dari tgl 15 masa ini udah sehari lebih ga masuk juga ke rek tujuan duit gede lg tolong dong nyangkut dimana ini uang saya,2,3.98.0,16/01/2024
Mudah di gunakan dan sangat membantu dalam transaksi,5,3.98.0,16/01/2024
"JELEK BANGET ANY PELAYANANNYA ,TRANSAKSI QRIS NGEGANTUNG DALAM PROSES TERUS,SEDANGKAN SALDO UDAH TERPOTONG UDH 2 MINGGU LAPORAN KAGA ADA KEJELASAN APA APA ,BURUK!!!",1,3.98.0,16/01/2024
Kenapa ko gak bisa transfer ke bank atau sesama ovo ya.,1,3.98.0,16/01/2024
Top up via alfa dari alfa nya udh berhasil saldo di aplikasi nya ga ada Update sering malah makin buruk aja MENGECEWAKAN,1,3.98.0,16/01/2024
Proses cepet wat wet,5,3.98.0,16/01/2024
Knapa saya ga bisa traneprt,2,3.98.0,16/01/2024
Sangat membantu dan gampang menggunakan nya,5,3.98.0,16/01/2024
Sangat membamtu sekali,5,3.98.0,16/01/2024
"Males ah. Aplikasi gaje. Mau daftar aja ngga bisa karena ngga mau pas bagian input nama. Sudah kontak cs by email, tapi tidak ada solusi. Tidak bisa membantu karena nomor tidak terdaftar. Bagaimana mau terdaftar kalau aplikasi tidak bisa dimasukkan nama ketika mendaftar??! Edit: Kan saya sudah kontak cs ovo, tapi jawabannya muter2.. nomor yg terdaftar berapa, sudah saya kasih nomornya, terus gak bisa karena belum terdaftar. BAGAIMANA NOMOR MAU TERDAFTAR KALAU TERKENDALA DI BAGIAN MASUKKAN NAMA?!",1,3.98.0,16/01/2024
"Tiap mau isi pulsa atau token gagal terus,tf ga bisa ...narik juga g bisa...benar2 kecewa,tapi heranya banyak yg kecewa tpi ko rating nya masih tingggi...sekali lagi KECEWAAA",1,3.98.0,16/01/2024
Layanan ok,5,3.98.0,16/01/2024
gampang dan lancar,5,3.98.0,15/01/2024
Sering gangguan kalau gak bisa buat aplikasi jng buat rugi saya telah mengunakan ovo 10.000 x lipat enak dana,1,3.98.0,15/01/2024
Kode ferikasinya lewat wa doang yg bisa terhubung. Lewat sms gak konek... padahal nomor saya tidak daftar wa.,1,3.98.0,15/01/2024
segera kembalikan saldo saya,1,3.98.0,15/01/2024
Heran sama ovo.mau nya apa sih.mau transaksi gagal. Transfer gagal. Biaya top up mahal. Kalah lah sama dana. Mending yang belum download ovo jangan pernah fif,1,3.98.0,15/01/2024
"Luar biasa aplikasi kalian ne,au ngambil saldo puny sendiri az d persulit,,bolak balik d suruh upgrade..bolak balik foto ttl jg d proses2 dr dua hr yg lalu,,mau foto selvi yg kyk mna rupanya,,KTP itu kan ud tanda pengenal,,ap lg permasalahannya,,saya pengguna baru ovo ud kecewa kyk gini,,mau sampe kpn saldo saya itu bs d ambil,,luar biasa kalian",1,3.98.0,15/01/2024
sangat buruk.. sangat susah memecahkan masalah.. ngak ada cs yg bisa dihubungi via chat seperti app lain.👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻,1,3.98.0,15/01/2024
Opo makin goblog trspr gagalmulu apk jlek,1,3.98.0,15/01/2024
Kok harus dipotong saldo saat kita top up.,1,3.98.0,15/01/2024
"saldo di ovo sudah terpotong, tapi di rek tujuan saldo nya tidak kunjung masuk, mengecewakan",1,3.98.0,15/01/2024
"Mau upgrade aja ga bisa bisa, udh berbulan bulan coba upgrade gagal. Trus",1,3.98.0,15/01/2024
"Aplikasi keuangan digital yg paling bagus,mudah dan tentunya banyak promo seru lain nya",5,3.98.0,15/01/2024
Sumpah pelayannya buruk banget saldo pembayaran ga masuk tapi udah kepotong sampe 6 hari ini ga balik2 saldonya.. Parah,1,3.98.0,15/01/2024
"Taik Baru mau daftar tapi Tidak bisa memasukkan email, padahal email aktif 🖕🖕",1,3.98.0,15/01/2024
Gimana siih disuruh apdet malah....sama sekali nggabisa login....,1,3.98.0,15/01/2024
"Pas masukin nama ,, keyboard ga berfungsi,,bug sangat merugikan",2,3.98.0,15/01/2024
Aimpel cepat dan midah di gunakan,5,3.98.0,15/01/2024
Gangguan mulu padahal ada cod,1,3.98.0,15/01/2024
Eror mulu.. gw mo tf susah jadinya.. makin kemari makin payah ni ovo,1,3.98.0,15/01/2024
Caranya ternyata gampang dan lebih mudah untuk metode transaksi,5,3.98.0,15/01/2024
PELAYANAN CUSTOMER SERVICE LAMBAT DAN BERTELE2. SALDO SAYA TERPOTONG DAN TIDAK ADA TINDAK LANJUTNYA. TOLONG KALO KERJA YANG AMANAH DAN FAST RESPON,1,3.98.0,15/01/2024
"Minnn, ga bisa input data nama pas mau daftar akun :( Udah coba berulang kali mentok di satu huruf aja, udah unistall terus install lagi tetep gitu-gitu aja, tolong ya min diperbaiki 🙏🏻🙏🏻🙏🏻",2,3.98.0,15/01/2024
sangat membantu mudah bertransaksi,5,3.98.0,15/01/2024
duit gw nyangkut dmn? dalamproses udh 3 hari d klo ga bsa mnmal d refund ...,1,3.98.0,15/01/2024
enak gk pake repot,5,3.98.0,15/01/2024
Gimana mau menghubungi wong aplikasi ovo nya aja gak bisa di buka.. ngeblenk,1,3.98.0,15/01/2024
Tiba tiba keluar sendiri habis itu gabisa masuk lagi... Gimana dong kak... Kok bisa begitu... Kecewa saya,1,3.98.0,15/01/2024
Aih apa lah dikit2 admin mahal pula adminya coba geh kayak aplikasi yang sebelah yang bisa lebih murah,2,3.98.0,15/01/2024
Bgmna saya tidak bisa memasukan nama saya saat mendaftar,1,3.98.0,15/01/2024
"Gara gara di upgrate,, saya TF ke bank lain malah terhambat.. Transaksi berhasil tapi uang belum masuk,, butuh proses 3 hari,, haddehh",3,3.98.0,15/01/2024
"Saya punya keluhan terhadap setingan nickname pengguna, saya tidak bisa mengganti maupun menghapus nickname yg ada di username akun saya dan itu tidak bisa diubah lagi saya sudah mencoba berbagai cara tapi hasilnya nihil",2,3.98.0,15/01/2024
"Beberapa kali sesudah transfer langsung tidak bisa login, minta daftar ulang , setelah isi data lengkap, fitur kirim tidak fungsi. Kemarin transfer idr 1 jt.....langsung seperti orang tidak kenal....dan ini ber kali² bila transf +/- 1 jt rph. Kalo bbrp puluh / ratus ribu sih aman. Sy tulis di sini krn chat booth tidak fungsi sejak kemarin transf hingga detik ini. Mintanya nmr.telp dan email beda / baru, berhasil tp dianggap akun baru meski nama & security code sama spt semula. Maka saldo 0/gone.",1,3.98.0,15/01/2024
Semua mudah untuk transaksi.sukses dan jaya untuk ovo,5,3.98.0,15/01/2024
"Ruwet bngt ini aplikasi.. Uda kemana2 bayar, fasilitas pun buruk. Mo trfer kemana2 susah. Auto uninstal",1,3.98.0,15/01/2024
ovo sekarang mengecewakan. khusus nya di ovo invest nya tidak bisa dicairkan sudah setengah bulan selalu gagal dan coba lagi. mana saya lagi butuh saldo secepat nya. hubungin cs nya juga jawaban nya seperti bot dan muter-muter tidak ada penyelesain padahal semua sudah saya ikuti dengan benar dan sabar.,1,3.98.0,15/01/2024
Pokok e gampang mau bayar,5,3.98.0,15/01/2024
Ini kok ovo nya gak mau di login ya,3,3.98.0,15/01/2024
Sangat membantu dengan transaksi digital,5,3.98.0,15/01/2024
"cepat untuk transaksi nya, mantap",5,3.98.0,15/01/2024
ok bagus lah,5,3.98.0,15/01/2024
"Pas register sudah dikirim kode OTP ,tapi untuk menulis nama lengkap tidak keluar lebih dari satu karakter ,haduh haduh",1,3.98.0,14/01/2024
Good Jobx untuk Aplikasi Ovo. Nya Langsung cepat berhasil. Nya terimakasih 🙏🏻,5,3.98.0,14/01/2024
"Slow respon, topup etol rp.300.000,- (tiga ratus ribu rupiah) tg 24.12.23 sampai hari ini 30.12.23 saldo belum masuk, case belum selesai, hanya janji² saja. Tunggu pak.... tunggu pak.... team kami sudah ...... Mereka digaji kerja nya ngapain aja ya? Apa ga ada team work? Kinerja buruk 😡 Dan Tg 12.01.2024 diulangi lagi, transfer dari ovo ke bank BRI senilai rp. 200 rb terpending s/d saat ini Tg 15.01.2024. Belum ada kejelasan. Aplikasi sampah, nyusahin 😡",1,3.98.0,14/01/2024
Tempat transaksi pencurian dana milik pribadi org lain & pihak Ovo melindungi kejahatan tersebut saya hanya mengklarifikasi bahwa akun dana saya ada transaksi yg bukan hal dari saya mencuri dana trasaksi nya melalui ovo id & saya meminta investigasi akun tersebut lalu kemudian pihak Ovo menyuruh saya lapor ke polisi tidak logis kran transaksi melalu ovo cepat musnahkan aplikasi ini,1,3.98.0,14/01/2024
"good sih, gampang transaksinya",5,3.98.0,14/01/2024
"Aplikasi sering bug,, mau top up selalu ada potongan harga,udah dari pengirim ada biaya admin, di ovo juga masih kena lagi.",1,3.98.0,14/01/2024
Kenapa lama membuka,1,3.98.0,14/01/2024
Ovo gak bisa trnasfer lagi yah ???? Kok gak ada layanan transfer,1,3.98.0,14/01/2024
Woi ini kenapa si gw gagal mulu transaksi kalo gini terus lama lama user beralih ke aplikasi sebelah,1,3.98.0,14/01/2024
Sangat mudah dan gampang,5,3.98.0,14/01/2024
Aplikasi ovo makin sekarang makin ngga jelas masa top up saldo dari aplikasi mbking bca dari aplikasi bca nya udah berhasil dari aplikasi ovo juga udah berhasil tapi saldo ngga mau bertambah ngga kaya aplikasi sebelah makin hari makin ngga jelas ini apk,1,3.98.0,14/01/2024
