content,score,at,token,lemmatized,clean,period,sentiment,is_positive,is_negative
pinjaman tolak kalau sudah tahu begini ngpain bayar sebelum jatuh tempo,2,2018-07-11,"['pinjaman', 'tolak', 'ngpain', 'bayar', 'jatuh', 'tempo']",pinjam tolak ngpain bayar jatuh tempo,pinjaman tolak ngpain bayar jatuh tempo,2018-07,NEGATIVE,0,0
capee deeh mentok akun internet banking padahal sama paswordnya sudah benar,1,2018-07-01,"['capee', 'deeh', 'mentok', 'akun', 'internet', 'banking', 'paswordnya']",capee deeh mentok akun internet banking paswordnya,capee deeh mentok akun internet banking paswordnya,2018-07,NEGATIVE,0,0
semoga acc lagi proses soal susah cari tenor bulan,5,2018-07-12,"['semoga', 'acc', 'proses', 'susah', 'cari', 'tenor']",moga acc proses susah cari tenor,semoga acc proses susah cari tenor,2018-07,NEGATIVE,0,0
katanya proses hari ternyata hari sudah tunggu lama tidak acc rentenir zaman now,1,2018-07-18,"['proses', 'tunggu', 'acc', 'rentenir', 'zaman', 'now']",proses tunggu acc rentenir zaman now,proses tunggu acc rentenir zaman now,2018-07,NEGATIVE,0,0
katanya hari sudah 4hari ada penjelasan jangan pemberi harapan palsu dong,5,2018-08-24,"['4hari', 'penjelasan', 'pemberi', 'harapan', 'palsu']",4hari jelas beri harap palsu,4hari penjelasan pemberi harapan palsu,2018-08,NEGATIVE,0,0
semoga acc buat dafrar ulang kuliah adik,5,2018-08-22,"['semoga', 'acc', 'dafrar', 'ulang', 'kuliah', 'adik']",moga acc dafrar ulang kuliah adik,semoga acc dafrar ulang kuliah adik,2018-08,POSITIVE,0,0
pinjaman mantap sangat membantu sekaali bagus kerja indo dana,5,2018-08-09,"['pinjaman', 'mantap', 'membantu', 'sekaali', 'bagus', 'kerja', 'indo', 'dana']",pinjam mantap bantu sekaali bagus kerja indo dana,pinjaman mantap membantu sekaali bagus kerja indo dana,2018-08,POSITIVE,0,0
pengajuan tolak apa acc tolak akan pinjem lain terlalu berharap kasih jawaban lah,5,2018-08-10,"['pengajuan', 'tolak', 'acc', 'tolak', 'pinjem', 'berharap', 'kasih']",aju tolak acc tolak pinjem harap kasih,pengajuan tolak acc tolak pinjem berharap kasih,2018-08,NEGATIVE,0,0
sahkan untuk wilayah lampung tengah nanti saya tambh lagi bintang kalau bisa,2,2018-08-24,"['sahkan', 'wilayah', 'lampung', 'tambh', 'bintang']",sahkan wilayah lampung tambh bintang,sahkan wilayah lampung tambh bintang,2018-08,NEGATIVE,0,0
kasih bntang smbil tunggu acc sudah hampir minggu lom kabarnya acc jangan pemberi harapan palsu saja,4,2018-08-17,"['kasih', 'bntang', 'smbil', 'tunggu', 'acc', 'minggu', 'lom', 'kabarnya', 'acc', 'pemberi', 'harapan', 'palsu']",kasih bntang smbil tunggu acc minggu lom kabar acc beri harap palsu,kasih bntang smbil tunggu acc minggu lom kabarnya acc pemberi harapan palsu,2018-08,NEGATIVE,0,0
saya kecewa saya pinjam kenapa acc 5rb itu uang belum transfer profisonal amat,2,2018-08-01,"['kecewa', 'pinjam', 'acc', '5rb', 'uang', 'transfer', 'profisonal']",kecewa pinjam acc 5rb uang transfer profisonal,kecewa pinjam acc 5rb uang transfer profisonal,2018-08,NEGATIVE,0,0
saya sudah pengajuan sudah sampai seminggu tapi diaplikasi masih peninjauan mulu kapan diacc nya,5,2018-08-23,"['pengajuan', 'seminggu', 'diaplikasi', 'peninjauan', 'mulu', 'diacc', 'nya']",aju minggu aplikasi tinjau mulu diacc nya,pengajuan seminggu diaplikasi peninjauan mulu diacc nya,2018-08,NEGATIVE,0,0
semoga acc bnar btuh semoga indo dana sukses terus,5,2018-08-12,"['semoga', 'acc', 'bnar', 'btuh', 'semoga', 'indo', 'dana', 'sukses']",moga acc bnar btuh moga indo dana sukses,semoga acc bnar btuh semoga indo dana sukses,2018-08,POSITIVE,0,0
prosesnya terlalu lama dan tidak ada notifikasi sms ataupun email saat pengajuan dilakukan,2,2018-08-27,"['prosesnya', 'notifikasi', 'sms', 'email', 'pengajuan']",proses notifikasi sms email aju,prosesnya notifikasi sms email pengajuan,2018-08,NEGATIVE,0,0
rumit ada banking segala kudu daftar banking dulu akan rumit,2,2018-08-29,"['rumit', 'banking', 'kudu', 'daftar', 'banking', 'rumit']",rumit banking kudu daftar banking rumit,rumit banking kudu daftar banking rumit,2018-08,NEGATIVE,0,0
sudah hari ada kabar tertulis hari pakai sistem atau manual nih pemberi harapan palsu,1,2018-08-30,"['kabar', 'tertulis', 'pakai', 'sistem', 'manual', 'nih', 'pemberi', 'harapan', 'palsu']",kabar tulis pakai sistem manual nih beri harap palsu,kabar tertulis pakai sistem manual nih pemberi harapan palsu,2018-08,NEGATIVE,0,0
bintang saya revisi bintang verikasi tidak objektif,1,2018-08-06,"['bintang', 'revisi', 'bintang', 'verikasi', 'objektif']",bintang revisi bintang verikasi objektif,bintang revisi bintang verikasi objektif,2018-08,NEGATIVE,0,0
semoga acc insya allah saya akan bayar tepat waktu,5,2018-08-31,"['semoga', 'acc', 'insya', 'allah', 'bayar']",moga acc insya allah bayar,semoga acc insya allah bayar,2018-08,POSITIVE,0,0
sayang belum ada sumatera selatan ah payah,5,2018-08-29,"['sayang', 'sumatera', 'selatan', 'ah', 'payah']",sayang sumatera selatan ah payah,sayang sumatera selatan ah payah,2018-08,NEGATIVE,0,0
aku kasih bintang masih mau coba acc tidak kalau acc alhamdulillah kalau tidak juga apa,5,2018-08-25,"['kasih', 'bintang', 'coba', 'acc', 'acc', 'alhamdulillah']",kasih bintang coba acc acc alhamdulillah,kasih bintang coba acc acc alhamdulillah,2018-08,POSITIVE,0,0
bintang dahulu kalau acc benaran bagus pemberi harapan palsu,2,2018-08-29,"['bintang', 'acc', 'benaran', 'bagus', 'pemberi', 'harapan', 'palsu']",bintang acc benar bagus beri harap palsu,bintang acc benaran bagus pemberi harapan palsu,2018-08,NEGATIVE,0,0
terpercaya mudah dan yang terpenting harus tahu caranya terima kasih,5,2018-08-22,"['terpercaya', 'mudah', 'terpenting', 'terima', 'kasih']",terpercaya mudah penting terima kasih,terpercaya mudah terpenting terima kasih,2018-08,POSITIVE,0,0
aplikasi bisa batal maen kirim saja anjing,1,2018-08-24,"['aplikasi', 'batal', 'maen', 'kirim', 'anjing']",aplikasi batal maen kirim anjing,aplikasi batal maen kirim anjing,2018-08,NEGATIVE,0,0
admin aya henteu can aya klarifikasi duhh sok ath sat sit set minimal,1,2018-08-12,"['admin', 'aya', 'henteu', 'can', 'aya', 'klarifikasi', 'duhh', 'sok', 'ath', 'sat', 'sit', 'set', 'minimal']",admin aya henteu can aya klarifikasi duhh sok ath sat sit set minimal,admin aya henteu can aya klarifikasi duhh sok ath sat sit set minimal,2018-08,NEGATIVE,0,0
pemberi harapan palsu doank hari masih belum dapat labor hahha,1,2018-08-05,"['pemberi', 'harapan', 'palsu', 'doank', 'labor', 'hahha']",beri harap palsu doank labor hahha,pemberi harapan palsu doank labor hahha,2018-08,NEGATIVE,0,0
prosesnya lama tidak sesuai dengan slogan sudah minggu cuma tunggu proses saja,3,2018-08-11,"['prosesnya', 'sesuai', 'slogan', 'minggu', 'tunggu', 'proses']",proses sesuai slogan minggu tunggu proses,prosesnya sesuai slogan minggu tunggu proses,2018-08,NEGATIVE,0,0
baru daftar mantap bro langsung tolak walaupun cuma ribu payahh,2,2018-08-18,"['daftar', 'mantap', 'bro', 'langsung', 'tolak', 'ribu', 'payahh']",daftar mantap bro langsung tolak ribu payahh,daftar mantap bro langsung tolak ribu payahh,2018-08,NEGATIVE,0,0
baru mau dicoba mudahan diberi kemudahan buat biaya kuliah,5,2018-08-10,"['dicoba', 'mudahan', 'kemudahan', 'biaya', 'kuliah']",coba mudah mudah biaya kuliah,dicoba mudahan kemudahan biaya kuliah,2018-08,POSITIVE,0,0
saya kasih bintang dulu karena daerah balikpapan belum bisa syg sekali,4,2018-08-28,"['kasih', 'bintang', 'daerah', 'balikpapan', 'syg']",kasih bintang daerah balikpapan syg,kasih bintang daerah balikpapan syg,2018-08,POSITIVE,0,0
atas pencairan dananya semoga tambah sukses selalu indodana,5,2018-08-15,"['pencairan', 'dananya', 'semoga', 'sukses', 'indodana']",cair dana moga sukses indodana,pencairan dananya semoga sukses indodana,2018-08,POSITIVE,0,0
akhir setujui juga walaupun menunggu lama minggu lebih dan nominal setujui lebih kecil setidak membantu,4,2018-08-28,"['setujui', 'menunggu', 'minggu', 'nominal', 'setujui', 'setidak', 'membantu']",tuju tunggu minggu nominal tuju tidak bantu,setujui menunggu minggu nominal setujui setidak membantu,2018-08,NEGATIVE,0,0
semoga bisa acc biar bisa membantu keperluan saya,5,2018-08-03,"['semoga', 'acc', 'biar', 'membantu', 'keperluan']",moga acc biar bantu perlu,semoga acc biar membantu keperluan,2018-08,POSITIVE,0,0
lagi menunggu acc ternyata tolak kasih bintang saja tahu kenapa padahal sudah komplet data nya,3,2018-08-30,"['menunggu', 'acc', 'tolak', 'kasih', 'bintang', 'komplet', 'data', 'nya']",tunggu acc tolak kasih bintang komplet data nya,menunggu acc tolak kasih bintang komplet data nya,2018-08,NEGATIVE,0,0
bagus wlwpun belum cair tapi percaya sama indodana,5,2018-08-28,"['bagus', 'wlwpun', 'cair', 'percaya', 'indodana']",bagus wlwpun cair percaya indodana,bagus wlwpun cair percaya indodana,2018-08,POSITIVE,0,0
mengajukan tanggal sampai sekarang belum ada kabar katanya cuma hari kerja sesuai lah,2,2018-08-27,"['mengajukan', 'tanggal', 'kabar', 'kerja', 'sesuai']",aju tanggal kabar kerja sesuai,mengajukan tanggal kabar kerja sesuai,2018-08,NEGATIVE,0,0
coba untuk wilayah jember kalau melayani saya tambah bintang nya,5,2018-08-06,"['coba', 'wilayah', 'jember', 'melayani', 'bintang', 'nya']",coba wilayah jember layan bintang nya,coba wilayah jember melayani bintang nya,2018-08,POSITIVE,0,0
sulit buat ibu rumah tangga seperti tidak bekerja luar tetapi punya usaha keridit barang rumah,1,2018-08-09,"['sulit', 'rumah', 'tangga', 'usaha', 'keridit', 'barang', 'rumah']",sulit rumah tangga usaha keridit barang rumah,sulit rumah tangga usaha keridit barang rumah,2018-08,NEGATIVE,0,0
approvednya lama banget tidak taunya tolak ahahhahaha,1,2018-08-30,"['approvednya', 'banget', 'taunya', 'tolak', 'ahahhahaha']",approvednya banget tau tolak ahahhahaha,approvednya banget taunya tolak ahahhahaha,2018-08,NEGATIVE,0,0
pinjam uang pakai rumit kembangkan terus,5,2018-08-30,"['pinjam', 'uang', 'pakai', 'rumit', 'kembangkan']",pinjam uang pakai rumit kembang,pinjam uang pakai rumit kembangkan,2018-08,NEGATIVE,0,0
saya punya bank bjb kok disitu tidak ada tercantum bank bjb bahkan yang lain,4,2018-08-23,"['bank', 'bjb', 'disitu', 'tercantum', 'bank', 'bjb']",bank bjb situ cantum bank bjb,bank bjb disitu tercantum bank bjb,2018-08,NEGATIVE,0,0
lama prosesnya ujung ujungnya tolak parah nyolong data,1,2018-08-19,"['prosesnya', 'ujung', 'ujungnya', 'tolak', 'parah', 'nyolong', 'data']",proses ujung ujung tolak parah nyolong data,prosesnya ujung ujungnya tolak parah nyolong data,2018-08,NEGATIVE,0,0
pinjaman jelas sudah persyaratan rumit analisa lama mengambil data saja hati ini,1,2018-08-24,"['pinjaman', 'persyaratan', 'rumit', 'analisa', 'mengambil', 'data', 'hati']",pinjam syarat rumit analisa ambil data hati,pinjaman persyaratan rumit analisa mengambil data hati,2018-08,NEGATIVE,0,0
kridit pintar sangat membantu walaupun pengajuaan saya beberapa kali tolak tapi akhirnya setujuin juga,5,2018-09-13,"['kridit', 'pintar', 'membantu', 'pengajuaan', 'kali', 'tolak', 'setujuin']",kridit pintar bantu pengajuaan kali tolak setujuin,kridit pintar membantu pengajuaan kali tolak setujuin,2018-09,POSITIVE,0,0
membantu banget keuangan saya kiranya bisa dari tasikmalaya hehe,5,2018-09-23,"['membantu', 'banget', 'keuangan', 'tasikmalaya', 'hehe']",bantu banget uang tasikmalaya hehe,membantu banget keuangan tasikmalaya hehe,2018-09,POSITIVE,0,0
saya kasih sangat baik untuk ini semoga acc pengajuan saya terima kasih,5,2018-09-09,"['kasih', 'semoga', 'acc', 'pengajuan', 'terima', 'kasih']",kasih moga acc aju terima kasih,kasih semoga acc pengajuan terima kasih,2018-09,POSITIVE,0,0
setatus masing gantung sudah kayak lagu meli,3,2018-09-02,"['setatus', 'gantung', 'kayak', 'lagu', 'meli']",setatus gantung kayak lagu mel,setatus gantung kayak lagu meli,2018-09,NEGATIVE,0,0
pinjaman bangsat berkali mengajukan selalu tolak beda dengan lain bangsat,1,2018-09-16,"['pinjaman', 'bangsat', 'berkali', 'mengajukan', 'tolak', 'beda', 'bangsat']",pinjam bangsat kali aju tolak beda bangsat,pinjaman bangsat berkali mengajukan tolak beda bangsat,2018-09,NEGATIVE,0,0
sampah acc tidak minta data iya akun google bajak pula mau nyuri data ya,3,2018-09-13,"['sampah', 'acc', 'data', 'iya', 'akun', 'google', 'bajak', 'nyuri', 'data', 'ya']",sampah acc data iya akun google bajak nyuri data ya,sampah acc data iya akun google bajak nyuri data ya,2018-09,NEGATIVE,0,0
tidak jls aplikasi nya tidak informasi oke apa harus informasikan,1,2018-09-20,"['jls', 'aplikasi', 'nya', 'informasi', 'oke', 'informasikan']",jls aplikasi nya informasi oke informasi,jls aplikasi nya informasi oke informasikan,2018-09,NEGATIVE,0,0
kenapa harus ada pasword bank padahal ckp rekening bank saja susah soal msti tanya bank,3,2018-09-07,"['pasword', 'bank', 'ckp', 'rekening', 'bank', 'susah', 'msti', 'bank']",pasword bank ckp rekening bank susah msti bank,pasword bank ckp rekening bank susah msti bank,2018-09,NEGATIVE,0,0
minta internet banking sudah saya kasih yang sebenar benarnya kok bilang valid terus kenapa,5,2018-09-26,"['internet', 'banking', 'kasih', 'sebenar', 'benarnya', 'bilang', 'valid']",internet banking kasih benar benar bilang valid,internet banking kasih sebenar benarnya bilang valid,2018-09,NEGATIVE,0,0
dikira bisa membantu eh sudah tunggu lama ditolak agak kecewa sih mungkin saya kurang meyakinkan,1,2018-09-13,"['membantu', 'eh', 'tunggu', 'ditolak', 'kecewa', 'sih']",bantu eh tunggu tolak kecewa sih,membantu eh tunggu ditolak kecewa sih,2018-09,NEGATIVE,0,0
sudah lama tolak data lengkap tolak mengecewakan,1,2018-09-19,"['tolak', 'data', 'lengkap', 'tolak', 'mengecewakan']",tolak data lengkap tolak kecewa,tolak data lengkap tolak mengecewakan,2018-09,NEGATIVE,0,0
kalau limit saya juta cicil bulan baru saya kasih bintang,2,2018-09-27,"['limit', 'juta', 'cicil', 'kasih', 'bintang']",limit juta cicil kasih bintang,limit juta cicil kasih bintang,2018-09,NEGATIVE,0,0
tolong untuk keseriusanya supaja para peminjam tidak kecewa dan tidak berkomentar aneh,5,2018-09-27,"['tolong', 'keseriusanya', 'supaja', 'peminjam', 'kecewa', 'berkomentar', 'aneh']",tolong keseriusanya supaja pinjam kecewa komentar aneh,tolong keseriusanya supaja peminjam kecewa berkomentar aneh,2018-09,POSITIVE,0,0
tai kontol tunggu lama data lengkap tidak diacc,1,2018-09-04,"['tai', 'kontol', 'tunggu', 'data', 'lengkap', 'diacc']",tai kontol tunggu data lengkap diacc,tai kontol tunggu data lengkap diacc,2018-09,NEGATIVE,0,0
pelayanan pelanggannya sopan dalam berbicara walaupun sudah kasih penjelasan,1,2018-09-25,"['pelayanan', 'pelanggannya', 'sopan', 'berbicara', 'kasih', 'penjelasan']",layan langgan sopan bicara kasih jelas,pelayanan pelanggannya sopan berbicara kasih penjelasan,2018-09,POSITIVE,0,0
terima kasih pengajuan saya telah acc sangat membantu sekali,5,2018-09-14,"['terima', 'kasih', 'pengajuan', 'acc', 'membantu']",terima kasih aju acc bantu,terima kasih pengajuan acc membantu,2018-09,POSITIVE,0,0
box pengajuan kok lama sekali ada kabar sampai minggu buyar,5,2018-09-03,"['box', 'pengajuan', 'kabar', 'minggu', 'buyar']",box aju kabar minggu buyar,box pengajuan kabar minggu buyar,2018-09,NEGATIVE,0,0
kok saya tolak padahal saya dapat referensi dari email kecewa mau nyolong data saja begitu,1,2018-09-09,"['tolak', 'referensi', 'email', 'kecewa', 'nyolong', 'data']",tolak referensi email kecewa nyolong data,tolak referensi email kecewa nyolong data,2018-09,NEGATIVE,0,0
saya berasa daerah jwa brat kota sumedang bisa membantu untuk msa dpan,5,2018-09-11,"['berasa', 'daerah', 'jwa', 'brat', 'kota', 'sumedang', 'membantu', 'msa', 'dpan']",rasa daerah jwa brat kota sumedang bantu msa dpan,berasa daerah jwa brat kota sumedang membantu msa dpan,2018-09,POSITIVE,0,0
pinjaman tidak pernah acc padahal buat modal usaha ternyata rumit,3,2018-09-09,"['pinjaman', 'acc', 'modal', 'usaha', 'rumit']",pinjam acc modal usaha rumit,pinjaman acc modal usaha rumit,2018-09,NEGATIVE,0,0
saya kasaih langsung lima tapi kenapa pinjaman ini setujui tapi lama kenapa setujui cuman perlu,5,2018-09-24,"['kasaih', 'langsung', 'pinjaman', 'setujui', 'setujui', 'cuman']",kasaih langsung pinjam tuju tuju cuman,kasaih langsung pinjaman setujui setujui cuman,2018-09,NEGATIVE,0,0
punjaman pertama tolak coba kedua kali semoga acc amiinn,4,2018-09-26,"['punjaman', 'tolak', 'coba', 'kali', 'semoga', 'acc', 'amiinn']",punjaman tolak coba kali moga acc amiinn,punjaman tolak coba kali semoga acc amiinn,2018-09,POSITIVE,0,0
bintang deh minat sbenernya mumpung butuh tidak punya internet banking semangat deh indo dana,5,2018-09-16,"['bintang', 'deh', 'minat', 'sbenernya', 'mumpung', 'butuh', 'internet', 'banking', 'semangat', 'deh', 'indo', 'dana']",bintang deh minat sbenernya mumpung butuh internet banking semangat deh indo dana,bintang deh minat sbenernya mumpung butuh internet banking semangat deh indo dana,2018-09,POSITIVE,0,0
pengajuan tanggal sudah seminggu belum ada kabar acc atau tolak pemberi harapan palsu,1,2018-09-01,"['pengajuan', 'tanggal', 'seminggu', 'kabar', 'acc', 'tolak', 'pemberi', 'harapan', 'palsu']",aju tanggal minggu kabar acc tolak beri harap palsu,pengajuan tanggal seminggu kabar acc tolak pemberi harapan palsu,2018-09,NEGATIVE,0,0
saya kasih jempol dahulu nanti kalau acc baru saya kasih jempol,3,2018-09-28,"['kasih', 'jempol', 'acc', 'kasih', 'jempol']",kasih jempol acc kasih jempol,kasih jempol acc kasih jempol,2018-09,POSITIVE,0,0
proses mudah tidak robet semoga acc trema kasih indodana,5,2018-09-12,"['proses', 'mudah', 'robet', 'semoga', 'acc', 'trema', 'kasih', 'indodana']",proses mudah robet moga acc trema kasih indodana,proses mudah robet semoga acc trema kasih indodana,2018-09,POSITIVE,0,0
sangat merasa kecewa sistem penagihan nyaa beda dengan aplikasii lain,1,2018-09-03,"['kecewa', 'sistem', 'penagihan', 'nyaa', 'beda', 'aplikasii']",kecewa sistem tagih nyaa beda aplikasi,kecewa sistem penagihan nyaa beda aplikasii,2018-09,NEGATIVE,0,0
sangat membantu tapi pencairany percepat dong kalau habis dsetujui,5,2018-09-25,"['membantu', 'pencairany', 'percepat', 'habis', 'dsetujui']",bantu pencairany cepat habis dsetujui,membantu pencairany percepat habis dsetujui,2018-09,POSITIVE,0,0
katanya proses hari ini dari tanggal lama tunggu akhirnya disuruh ngajuin lagi tanggal okt acc,1,2018-09-18,"['proses', 'tanggal', 'tunggu', 'disuruh', 'ngajuin', 'tanggal', 'okt', 'acc']",proses tanggal tunggu suruh ngajuin tanggal okt acc,proses tanggal tunggu disuruh ngajuin tanggal okt acc,2018-09,NEGATIVE,0,0
aku kasih bintang dahulu ya kalau sudah cair aku tambah lagi deh,3,2018-09-04,"['kasih', 'bintang', 'ya', 'cair', 'deh']",kasih bintang ya cair deh,kasih bintang ya cair deh,2018-09,POSITIVE,0,0
kecewa tanggal pengajuan sampai tanggal belum ada kabar juga,2,2018-09-14,"['kecewa', 'tanggal', 'pengajuan', 'tanggal', 'kabar']",kecewa tanggal aju tanggal kabar,kecewa tanggal pengajuan tanggal kabar,2018-09,NEGATIVE,0,0
menunggu hampir hari katanya sedang diproses tetapi ditolak ujung ujungnya,3,2018-09-14,"['menunggu', 'diproses', 'ditolak', 'ujung', 'ujungnya']",tunggu proses tolak ujung ujung,menunggu diproses ditolak ujung ujungnya,2018-09,NEGATIVE,0,0
aku lihat mudah tidak prosesnya terima kasih sukses selalu,5,2018-09-22,"['lihat', 'mudah', 'prosesnya', 'terima', 'kasih', 'sukses']",lihat mudah proses terima kasih sukses,lihat mudah prosesnya terima kasih sukses,2018-09,POSITIVE,0,0
kota malang kota batu kox tidak ada apa bisa pengajuan,5,2018-09-25,"['kota', 'malang', 'kota', 'batu', 'kox', 'pengajuan']",kota malang kota batu kox aju,kota malang kota batu kox pengajuan,2018-09,NEGATIVE,0,0
