content,score,at,token,lemmatized,clean,period,sentiment,is_positive,is_negative,rating_sentiment
pinjaman jelas sudah persyaratan rumit analisa lama mengambil data saja hati ini,1,2018-08-24,"['pinjaman', 'persyaratan', 'rumit', 'analisa', 'mengambil', 'data', 'hati']",pinjam syarat rumit analisa ambil data hati,pinjaman persyaratan rumit analisa mengambil data hati,2018-08,NEGATIVE,0,1,NEGATIVE
kridit pintar sangat membantu walaupun pengajuaan saya beberapa kali tolak tapi akhirnya setujuin juga,5,2018-09-13,"['kridit', 'pintar', 'membantu', 'pengajuaan', 'kali', 'tolak', 'setujuin']",kridit pintar bantu pengajuaan kali tolak setujuin,kridit pintar membantu pengajuaan kali tolak setujuin,2018-09,POSITIVE,1,0,POSITIVE
membantu banget keuangan saya kiranya bisa dari tasikmalaya hehe,5,2018-09-23,"['membantu', 'banget', 'keuangan', 'tasikmalaya', 'hehe']",bantu banget uang tasikmalaya hehe,membantu banget keuangan tasikmalaya hehe,2018-09,POSITIVE,1,0,POSITIVE
saya kasih sangat baik untuk ini semoga acc pengajuan saya terima kasih,5,2018-09-09,"['kasih', 'semoga', 'acc', 'pengajuan', 'terima', 'kasih']",kasih moga acc aju terima kasih,kasih semoga acc pengajuan terima kasih,2018-09,POSITIVE,1,0,POSITIVE
pinjaman bangsat berkali mengajukan selalu tolak beda dengan lain bangsat,1,2018-09-16,"['pinjaman', 'bangsat', 'berkali', 'mengajukan', 'tolak', 'beda', 'bangsat']",pinjam bangsat kali aju tolak beda bangsat,pinjaman bangsat berkali mengajukan tolak beda bangsat,2018-09,NEGATIVE,0,1,NEGATIVE
tidak jls aplikasi nya tidak informasi oke apa harus informasikan,1,2018-09-20,"['jls', 'aplikasi', 'nya', 'informasi', 'oke', 'informasikan']",jls aplikasi nya informasi oke informasi,jls aplikasi nya informasi oke informasikan,2018-09,NEGATIVE,0,1,NEGATIVE
dikira bisa membantu eh sudah tunggu lama ditolak agak kecewa sih mungkin saya kurang meyakinkan,1,2018-09-13,"['membantu', 'eh', 'tunggu', 'ditolak', 'kecewa', 'sih']",bantu eh tunggu tolak kecewa sih,membantu eh tunggu ditolak kecewa sih,2018-09,NEGATIVE,0,1,NEGATIVE
sudah lama tolak data lengkap tolak mengecewakan,1,2018-09-19,"['tolak', 'data', 'lengkap', 'tolak', 'mengecewakan']",tolak data lengkap tolak kecewa,tolak data lengkap tolak mengecewakan,2018-09,NEGATIVE,0,1,NEGATIVE
kalau limit saya juta cicil bulan baru saya kasih bintang,2,2018-09-27,"['limit', 'juta', 'cicil', 'kasih', 'bintang']",limit juta cicil kasih bintang,limit juta cicil kasih bintang,2018-09,NEGATIVE,0,1,NEGATIVE
tolong untuk keseriusanya supaja para peminjam tidak kecewa dan tidak berkomentar aneh,5,2018-09-27,"['tolong', 'keseriusanya', 'supaja', 'peminjam', 'kecewa', 'berkomentar', 'aneh']",tolong keseriusanya supaja pinjam kecewa komentar aneh,tolong keseriusanya supaja peminjam kecewa berkomentar aneh,2018-09,POSITIVE,1,0,POSITIVE
tai kontol tunggu lama data lengkap tidak diacc,1,2018-09-04,"['tai', 'kontol', 'tunggu', 'data', 'lengkap', 'diacc']",tai kontol tunggu data lengkap diacc,tai kontol tunggu data lengkap diacc,2018-09,NEGATIVE,0,1,NEGATIVE
terima kasih pengajuan saya telah acc sangat membantu sekali,5,2018-09-14,"['terima', 'kasih', 'pengajuan', 'acc', 'membantu']",terima kasih aju acc bantu,terima kasih pengajuan acc membantu,2018-09,POSITIVE,1,0,POSITIVE
kok saya tolak padahal saya dapat referensi dari email kecewa mau nyolong data saja begitu,1,2018-09-09,"['tolak', 'referensi', 'email', 'kecewa', 'nyolong', 'data']",tolak referensi email kecewa nyolong data,tolak referensi email kecewa nyolong data,2018-09,NEGATIVE,0,1,NEGATIVE
saya berasa daerah jwa brat kota sumedang bisa membantu untuk msa dpan,5,2018-09-11,"['berasa', 'daerah', 'jwa', 'brat', 'kota', 'sumedang', 'membantu', 'msa', 'dpan']",rasa daerah jwa brat kota sumedang bantu msa dpan,berasa daerah jwa brat kota sumedang membantu msa dpan,2018-09,POSITIVE,1,0,POSITIVE
punjaman pertama tolak coba kedua kali semoga acc amiinn,4,2018-09-26,"['punjaman', 'tolak', 'coba', 'kali', 'semoga', 'acc', 'amiinn']",punjaman tolak coba kali moga acc amiinn,punjaman tolak coba kali semoga acc amiinn,2018-09,POSITIVE,1,0,POSITIVE
bintang deh minat sbenernya mumpung butuh tidak punya internet banking semangat deh indo dana,5,2018-09-16,"['bintang', 'deh', 'minat', 'sbenernya', 'mumpung', 'butuh', 'internet', 'banking', 'semangat', 'deh', 'indo', 'dana']",bintang deh minat sbenernya mumpung butuh internet banking semangat deh indo dana,bintang deh minat sbenernya mumpung butuh internet banking semangat deh indo dana,2018-09,POSITIVE,1,0,POSITIVE
pengajuan tanggal sudah seminggu belum ada kabar acc atau tolak pemberi harapan palsu,1,2018-09-01,"['pengajuan', 'tanggal', 'seminggu', 'kabar', 'acc', 'tolak', 'pemberi', 'harapan', 'palsu']",aju tanggal minggu kabar acc tolak beri harap palsu,pengajuan tanggal seminggu kabar acc tolak pemberi harapan palsu,2018-09,NEGATIVE,0,1,NEGATIVE
proses mudah tidak robet semoga acc trema kasih indodana,5,2018-09-12,"['proses', 'mudah', 'robet', 'semoga', 'acc', 'trema', 'kasih', 'indodana']",proses mudah robet moga acc trema kasih indodana,proses mudah robet semoga acc trema kasih indodana,2018-09,POSITIVE,1,0,POSITIVE
sangat merasa kecewa sistem penagihan nyaa beda dengan aplikasii lain,1,2018-09-03,"['kecewa', 'sistem', 'penagihan', 'nyaa', 'beda', 'aplikasii']",kecewa sistem tagih nyaa beda aplikasi,kecewa sistem penagihan nyaa beda aplikasii,2018-09,NEGATIVE,0,1,NEGATIVE
sangat membantu tapi pencairany percepat dong kalau habis dsetujui,5,2018-09-25,"['membantu', 'pencairany', 'percepat', 'habis', 'dsetujui']",bantu pencairany cepat habis dsetujui,membantu pencairany percepat habis dsetujui,2018-09,POSITIVE,1,0,POSITIVE
katanya proses hari ini dari tanggal lama tunggu akhirnya disuruh ngajuin lagi tanggal okt acc,1,2018-09-18,"['proses', 'tanggal', 'tunggu', 'disuruh', 'ngajuin', 'tanggal', 'okt', 'acc']",proses tanggal tunggu suruh ngajuin tanggal okt acc,proses tanggal tunggu disuruh ngajuin tanggal okt acc,2018-09,NEGATIVE,0,1,NEGATIVE
kecewa tanggal pengajuan sampai tanggal belum ada kabar juga,2,2018-09-14,"['kecewa', 'tanggal', 'pengajuan', 'tanggal', 'kabar']",kecewa tanggal aju tanggal kabar,kecewa tanggal pengajuan tanggal kabar,2018-09,NEGATIVE,0,1,NEGATIVE
aku lihat mudah tidak prosesnya terima kasih sukses selalu,5,2018-09-22,"['lihat', 'mudah', 'prosesnya', 'terima', 'kasih', 'sukses']",lihat mudah proses terima kasih sukses,lihat mudah prosesnya terima kasih sukses,2018-09,POSITIVE,1,0,POSITIVE
tipu berulang kali masa tetap sama pemberi harapan palsu jelas maksudnya bagaimana,1,2018-09-30,"['tipu', 'berulang', 'kali', 'pemberi', 'harapan', 'palsu', 'maksudnya']",tipu ulang kali beri harap palsu maksud,tipu berulang kali pemberi harapan palsu maksudnya,2018-09,NEGATIVE,0,1,NEGATIVE
memang kita membutuhkan dana tetapi semua memakai banking sangat sulit untuk meminjam ini,1,2018-09-22,"['membutuhkan', 'dana', 'memakai', 'banking', 'sulit', 'meminjam']",butuh dana pakai banking sulit pinjam,membutuhkan dana memakai banking sulit meminjam,2018-09,NEGATIVE,0,1,NEGATIVE
walau belum acc tapi kasih bntang five semgoga lain waktu bisa acc aminn,5,2018-10-28,"['acc', 'kasih', 'bntang', 'five', 'semgoga', 'acc', 'aminn']",acc kasih bntang five semgoga acc aminn,acc kasih bntang five semgoga acc aminn,2018-10,POSITIVE,1,0,POSITIVE
parah menyesal download kalau tahu tlak kalau tkut tidak perlu memberi pinjaman parah,1,2018-10-04,"['parah', 'menyesal', 'download', 'tlak', 'tkut', 'pinjaman', 'parah']",parah sesal download tlak tkut pinjam parah,parah menyesal download tlak tkut pinjaman parah,2018-10,NEGATIVE,0,1,NEGATIVE
ѕчα kєcєwα pínjmn ѕчα tídαk dѕєtujuí padahal ѕчα ѕngt вrhαrαp ѕєkαlí,1,2018-10-07,"['ѕчα', 'kєcєwα', 'pínjmn', 'ѕчα', 'tídαk', 'dѕєtujuí', 'ѕчα', 'ѕngt', 'вrhαrαp', 'ѕєkαlí']",k c w p njmn t d k d tuju ngt rh r p k l,ѕчα kєcєwα pínjmn ѕчα tídαk dѕєtujuí ѕчα ѕngt вrhαrαp ѕєkαlí,2018-10,NEGATIVE,0,1,NEGATIVE
harus pakai interner banking sedang saya punya persyaratannya terlalu rumit,2,2018-10-27,"['pakai', 'interner', 'banking', 'persyaratannya', 'rumit']",pakai interner banking syarat rumit,pakai interner banking persyaratannya rumit,2018-10,NEGATIVE,0,1,NEGATIVE
setiap ngajuin pernah setujui padahal persyaratan komplet semua bagaimana sih,1,2018-10-30,"['ngajuin', 'setujui', 'persyaratan', 'komplet', 'sih']",ngajuin tuju syarat komplet sih,ngajuin setujui persyaratan komplet sih,2018-10,NEGATIVE,0,1,NEGATIVE
bagus sangat membantu dan ramah sukses terus buat indodana,5,2018-10-06,"['bagus', 'membantu', 'ramah', 'sukses', 'indodana']",bagus bantu ramah sukses indodana,bagus membantu ramah sukses indodana,2018-10,POSITIVE,1,0,POSITIVE
jangan didownload proses hari lamanya tahu ditolak minta banking pula parah,1,2018-10-05,"['didownload', 'proses', 'ditolak', 'banking', 'parah']",didownload proses tolak banking parah,didownload proses ditolak banking parah,2018-10,NEGATIVE,0,1,NEGATIVE
indonana memberikan kemudahan kami untuk berpeluang usaha like,5,2018-10-22,"['indonana', 'kemudahan', 'berpeluang', 'usaha', 'like']",indonana mudah peluang usaha like,indonana kemudahan berpeluang usaha like,2018-10,POSITIVE,1,0,POSITIVE
mudah mudahan dapat membantu lebih mudah sucses buat kedepanya,4,2018-10-02,"['mudah', 'mudahan', 'membantu', 'mudah', 'sucses', 'kedepanya']",mudah mudah bantu mudah sucses depa,mudah mudahan membantu mudah sucses kedepanya,2018-10,POSITIVE,1,0,POSITIVE
semoga ajaa pngajuan saya indo dana acc,4,2018-10-13,"['semoga', 'ajaa', 'pngajuan', 'indo', 'dana', 'acc']",moga ajaa pngajuan indo dana acc,semoga ajaa pngajuan indo dana acc,2018-10,POSITIVE,1,0,POSITIVE
rekomendasi banget aplikasi mudah pengisiannya kalau data sesuai pasti acc maju terus indodana,5,2018-10-13,"['rekomendasi', 'banget', 'aplikasi', 'mudah', 'pengisiannya', 'data', 'sesuai', 'acc', 'maju', 'indodana']",rekomendasi banget aplikasi mudah isi data sesuai acc maju indodana,rekomendasi banget aplikasi mudah pengisiannya data sesuai acc maju indodana,2018-10,POSITIVE,1,0,POSITIVE
lma banget dry mren belum konfirmasi asese tahu tidak nya,2,2018-10-16,"['lma', 'banget', 'dry', 'mren', 'konfirmasi', 'asese', 'nya']",lma banget dry mren konfirmasi asese nya,lma banget dry mren konfirmasi asese nya,2018-10,NEGATIVE,0,1,NEGATIVE
ya mau acc atau enggak saya acungin jempol soal kriteria kredit nya,5,2018-10-11,"['ya', 'acc', 'acungin', 'jempol', 'kriteria', 'kredit', 'nya']",ya acc acungin jempol kriteria kredit nya,ya acc acungin jempol kriteria kredit nya,2018-10,POSITIVE,1,0,POSITIVE
waduh itu bunga mahal banget kayak rentenir,1,2018-10-07,"['bunga', 'mahal', 'banget', 'kayak', 'rentenir']",bunga mahal banget kayak rentenir,bunga mahal banget kayak rentenir,2018-10,NEGATIVE,0,1,NEGATIVE
persetujuan kepada nasabah harus lebih cepat approv agar terbina hubungan baik selaras,5,2018-10-03,"['persetujuan', 'nasabah', 'cepat', 'approv', 'terbina', 'hubungan', 'selaras']",tuju nasabah cepat approv bina hubung selaras,persetujuan nasabah cepat approv terbina hubungan selaras,2018-10,POSITIVE,1,0,POSITIVE
pengajuan pertama itolak mudah mudahan pengajuan acc,5,2018-10-13,"['pengajuan', 'itolak', 'mudah', 'mudahan', 'pengajuan', 'acc']",aju itolak mudah mudah aju acc,pengajuan itolak mudah mudahan pengajuan acc,2018-10,POSITIVE,1,0,POSITIVE
mudah mudahan saja diacc pinjaman pertama saya aamiin,5,2018-10-15,"['mudah', 'mudahan', 'diacc', 'pinjaman', 'aamiin']",mudah mudah diacc pinjam aamiin,mudah mudahan diacc pinjaman aamiin,2018-10,POSITIVE,1,0,POSITIVE
katanya proses cepat harus tunggu beberapa hari tolong pinjaman saya dibatalkan saja,1,2018-10-29,"['proses', 'cepat', 'tunggu', 'tolong', 'pinjaman', 'dibatalkan']",proses cepat tunggu tolong pinjam batal,proses cepat tunggu tolong pinjaman dibatalkan,2018-10,NEGATIVE,0,1,NEGATIVE
gagal mulu kecewanya pakai banget ini mah,2,2018-10-18,"['gagal', 'mulu', 'kecewanya', 'pakai', 'banget', 'mah']",gagal mulu kecewa pakai banget mah,gagal mulu kecewanya pakai banget mah,2018-10,NEGATIVE,0,1,NEGATIVE
saya memang terlambat belum bayar cuman jangan tmaen telpon atasan saya,2,2018-10-01,"['terlambat', 'bayar', 'cuman', 'tmaen', 'telpon', 'atasan']",lambat bayar cuman tmaen telpon atas,terlambat bayar cuman tmaen telpon atasan,2018-10,NEGATIVE,0,1,NEGATIVE
salah teryata rumit sudah tunggu hari kecewaa,1,2018-10-06,"['salah', 'teryata', 'rumit', 'tunggu', 'kecewaa']",salah teryata rumit tunggu kecewaa,salah teryata rumit tunggu kecewaa,2018-10,NEGATIVE,0,1,NEGATIVE
aplikasi kampret sudah capek mengisi syarat pengajuannya tidak tahu tolak,1,2018-10-04,"['aplikasi', 'kampret', 'capek', 'mengisi', 'syarat', 'pengajuannya', 'tolak']",aplikasi kampret capek isi syarat aju tolak,aplikasi kampret capek mengisi syarat pengajuannya tolak,2018-10,NEGATIVE,0,1,NEGATIVE
bangsat bikin puyeng semua persyaratan isi sampai mata panas tapi tidak bukti cuma tipuuaan,1,2018-10-23,"['bangsat', 'bikin', 'puyeng', 'persyaratan', 'isi', 'mata', 'panas', 'bukti', 'tipuuaan']",bangsat bikin puyeng syarat isi mata panas bukti tipuuaan,bangsat bikin puyeng persyaratan isi mata panas bukti tipuuaan,2018-10,NEGATIVE,0,1,NEGATIVE
sangat bermanfaat untuk kita gol krcil menambah modal udaha,5,2018-10-07,"['bermanfaat', 'gol', 'krcil', 'menambah', 'modal', 'udaha']",manfaat gol krcil tambah modal udaha,bermanfaat gol krcil menambah modal udaha,2018-10,POSITIVE,1,0,POSITIVE
lumayan walau agak rumit tingkatkan kecepatan ulasan kak,4,2018-10-18,"['lumayan', 'rumit', 'tingkatkan', 'kecepatan', 'ulasan', 'kak']",lumayan rumit tingkat cepat ulas kak,lumayan rumit tingkatkan kecepatan ulasan kak,2018-10,POSITIVE,1,0,POSITIVE
semoga maju dan sukses membantu rakyat indonesia,5,2018-10-10,"['semoga', 'maju', 'sukses', 'membantu', 'rakyat', 'indonesia']",moga maju sukses bantu rakyat indonesia,semoga maju sukses membantu rakyat indonesia,2018-10,POSITIVE,1,0,POSITIVE
mantap semoga palembang bisa cair dana aamiin,5,2018-11-05,"['mantap', 'semoga', 'palembang', 'cair', 'dana', 'aamiin']",mantap moga palembang cair dana aamiin,mantap semoga palembang cair dana aamiin,2018-11,POSITIVE,1,0,POSITIVE
semua data jelas kenapa tidak acc modus ngumpulin data,1,2018-11-22,"['data', 'acc', 'modus', 'ngumpulin', 'data']",data acc modus ngumpulin data,data acc modus ngumpulin data,2018-11,NEGATIVE,0,1,NEGATIVE
baru memasang minta diperbarui tetapi playstore tidak ada ket diperbarui,1,2018-11-29,"['memasang', 'diperbarui', 'playstore', 'ket', 'diperbarui']",pasang baru playstore ket baru,memasang diperbarui playstore ket diperbarui,2018-11,NEGATIVE,0,1,NEGATIVE
penipuan sudah coba kasih masuk poto katepe suru poto ulang bagai cara stop penipuan,1,2018-11-06,"['penipuan', 'coba', 'kasih', 'masuk', 'poto', 'katepe', 'suru', 'poto', 'ulang', 'stop', 'penipuan']",tipu coba kasih masuk poto katepe suru poto ulang stop tipu,penipuan coba kasih masuk poto katepe suru poto ulang stop penipuan,2018-11,NEGATIVE,0,1,NEGATIVE
terima kasih walau cair hanya tapi proses mudah semoga semakin baik,5,2018-11-12,"['terima', 'kasih', 'cair', 'proses', 'mudah', 'semoga']",terima kasih cair proses mudah moga,terima kasih cair proses mudah semoga,2018-11,POSITIVE,1,0,POSITIVE
bismillah ya rabb semoga tidak persulit pinjaman ane ini amien,4,2018-11-29,"['bismillah', 'ya', 'rabb', 'semoga', 'persulit', 'pinjaman', 'ane', 'amien']",bismillah ya rabb moga sulit pinjam ane amien,bismillah ya rabb semoga persulit pinjaman ane amien,2018-11,POSITIVE,1,0,POSITIVE
terima kasih indonanda pelayanany cepat dana langsung cair hari itu,5,2018-11-29,"['terima', 'kasih', 'indonanda', 'pelayanany', 'cepat', 'dana', 'langsung', 'cair']",terima kasih indonanda pelayanany cepat dana langsung cair,terima kasih indonanda pelayanany cepat dana langsung cair,2018-11,POSITIVE,1,0,POSITIVE
sangat bagus insya allah bisa terima pengajuan saya,5,2018-11-30,"['bagus', 'insya', 'allah', 'terima', 'pengajuan']",bagus insya allah terima aju,bagus insya allah terima pengajuan,2018-11,POSITIVE,1,0,POSITIVE
jawa barat ayo warga bandung unduh ini sangat membantu buat kita semua,5,2018-11-18,"['jawa', 'barat', 'ayo', 'warga', 'bandung', 'unduh', 'membantu']",jawa barat ayo warga bandung unduh bantu,jawa barat ayo warga bandung unduh membantu,2018-11,POSITIVE,1,0,POSITIVE
semoga saja diacc aplikasi nya cukup mudah untuk pengisian datanya,4,2018-11-25,"['semoga', 'diacc', 'aplikasi', 'nya', 'mudah', 'pengisian', 'datanya']",moga diacc aplikasi nya mudah isi data,semoga diacc aplikasi nya mudah pengisian datanya,2018-11,POSITIVE,1,0,POSITIVE
pload ktp saja lamanya minta ampun ditambah gagal terus memutar unggah ktp saja,1,2018-11-25,"['pload', 'ktp', 'ampun', 'ditambah', 'gagal', 'memutar', 'unggah', 'ktp']",pload ktp ampun tambah gagal putar unggah ktp,pload ktp ampun ditambah gagal memutar unggah ktp,2018-11,NEGATIVE,0,1,NEGATIVE
mohon diproses pengajuan saya semoga bermanfaat terbaik,5,2018-11-07,"['mohon', 'diproses', 'pengajuan', 'semoga', 'bermanfaat', 'terbaik']",mohon proses aju moga manfaat baik,mohon diproses pengajuan semoga bermanfaat terbaik,2018-11,POSITIVE,1,0,POSITIVE
semoga saja janji tepatin beri rate maka akan acc tunggu ya janjinya,5,2018-11-12,"['semoga', 'janji', 'tepatin', 'rate', 'acc', 'tunggu', 'ya', 'janjinya']",moga janji tepatin rate acc tunggu ya janji,semoga janji tepatin rate acc tunggu ya janjinya,2018-11,POSITIVE,1,0,POSITIVE
terima kasih sudah membantu penagih juga ramah ya,5,2018-11-29,"['terima', 'kasih', 'membantu', 'penagih', 'ramah', 'ya']",terima kasih bantu tagih ramah ya,terima kasih membantu penagih ramah ya,2018-11,POSITIVE,1,0,POSITIVE
semoga diacc saran tenornya kalau bisa dipanjangin lagi,5,2018-11-12,"['semoga', 'diacc', 'saran', 'tenornya', 'dipanjangin']",moga diacc saran tenor dipanjangin,semoga diacc saran tenornya dipanjangin,2018-11,POSITIVE,1,0,POSITIVE
bagus pinjaman cepat acc sukses selalu indodana,5,2018-11-21,"['bagus', 'pinjaman', 'cepat', 'acc', 'sukses', 'indodana']",bagus pinjam cepat acc sukses indodana,bagus pinjaman cepat acc sukses indodana,2018-11,POSITIVE,1,0,POSITIVE
saya ksih bintang semoga pinjaman saya acc dan percaya sama indo dana,5,2018-11-06,"['ksih', 'bintang', 'semoga', 'pinjaman', 'acc', 'percaya', 'indo', 'dana']",ksih bintang moga pinjam acc percaya indo dana,ksih bintang semoga pinjaman acc percaya indo dana,2018-11,POSITIVE,1,0,POSITIVE
aplikasi nya sangat membantu prosesnya mudah tidak rumit,5,2018-11-01,"['aplikasi', 'nya', 'membantu', 'prosesnya', 'mudah', 'rumit']",aplikasi nya bantu proses mudah rumit,aplikasi nya membantu prosesnya mudah rumit,2018-11,POSITIVE,1,0,POSITIVE
kasih bintang semoga acc dan prosesny cepat,5,2018-11-24,"['kasih', 'bintang', 'semoga', 'acc', 'prosesny', 'cepat']",kasih bintang moga acc prosesny cepat,kasih bintang semoga acc prosesny cepat,2018-11,POSITIVE,1,0,POSITIVE
coba kalau bagus sukur dan pastinya kita orang tanggung jawab bayar lah,5,2018-11-28,"['coba', 'bagus', 'sukur', 'pastinya', 'orang', 'tanggung', 'bayar']",coba bagus sukur pasti orang tanggung bayar,coba bagus sukur pastinya orang tanggung bayar,2018-11,POSITIVE,1,0,POSITIVE
terima kasih sangat membantu sekali klau bisa dibantu pinjaman,5,2018-11-11,"['terima', 'kasih', 'membantu', 'klau', 'dibantu', 'pinjaman']",terima kasih bantu klau bantu pinjam,terima kasih membantu klau dibantu pinjaman,2018-11,POSITIVE,1,0,POSITIVE
semoga pengajuan saya terima lagi butuh banget nih,5,2018-11-08,"['semoga', 'pengajuan', 'terima', 'butuh', 'banget', 'nih']",moga aju terima butuh banget nih,semoga pengajuan terima butuh banget nih,2018-11,POSITIVE,1,0,POSITIVE
sangat membantu saya pengajuan cepat dan mudah terima kasih indodana,5,2018-11-26,"['membantu', 'pengajuan', 'cepat', 'mudah', 'terima', 'kasih', 'indodana']",bantu aju cepat mudah terima kasih indodana,membantu pengajuan cepat mudah terima kasih indodana,2018-11,POSITIVE,1,0,POSITIVE
